Tiempo,NumeroJoints,G_parcial
24.615,6,3474.454
24.620,6,3483.231
24.625,6,3492.712
24.630,6,3502.945
24.635,6,3513.979
24.640,6,3525.855
24.645,6,3538.642
24.650,6,3552.285
24.655,6,3566.899
24.660,6,3582.658
24.665,6,3599.665
24.670,6,3617.194
24.675,6,3636.319
24.680,6,3655.750
24.685,6,3675.585
24.690,6,3317.768
24.695,6,3357.383
24.700,6,3399.895
24.705,6,2942.583
24.710,6,3470.911
24.715,6,4005.630
24.720,6,4082.014
24.725,6,4136.685
24.730,6,4200.023
24.735,6,4250.295
24.740,6,4295.044
24.745,6,4371.103
24.750,6,4401.851
24.755,6,3285.534
24.760,6,3255.559
24.765,6,3320.018
24.770,6,3400.007
24.775,6,3465.271
24.780,6,3467.187
24.785,6,3450.556
24.790,6,3430.922
24.795,6,3409.372
24.800,6,3387.136
24.805,6,3330.145
24.810,6,3320.352
24.815,6,3310.344
24.820,6,3302.007
24.825,6,2593.148
24.830,6,2481.184
24.835,6,2567.430
24.840,6,2575.552
24.845,6,2576.597
24.850,6,2746.787
24.855,6,2682.006
24.860,6,2621.679
24.865,6,2568.781
24.870,6,2576.779
24.875,6,2573.059
24.880,6,2570.691
24.885,6,2569.013
24.890,6,2503.289
24.895,6,2505.218
24.900,6,2507.053
24.905,6,2516.110
24.910,6,2518.502
24.915,6,2523.047
24.920,6,2520.242
24.925,6,2522.905
24.930,6,2522.596
24.935,6,2522.960
24.940,6,2523.261
24.945,6,2523.523
24.950,6,2523.750
24.955,6,2523.972
24.960,6,2524.024
24.965,6,2524.155
24.970,6,2524.255
24.975,6,2524.326
24.980,6,2524.432
24.985,6,2524.553
24.990,6,2524.656
24.995,6,2524.746
25.000,6,2524.823
25.005,6,2524.889
25.010,6,2524.943
25.015,6,2525.037
25.020,6,2525.121
25.025,6,2525.200
25.030,6,2525.132
25.035,6,2524.584
25.040,6,2525.318
25.045,6,1928.282
25.050,6,1828.949
25.055,6,1802.230
25.060,6,1777.597
25.065,6,1753.973
25.070,6,1731.543
25.075,6,1710.215
25.080,6,1689.973
25.085,6,1670.732
25.090,6,1652.424
25.095,6,1635.005
25.100,6,1618.431
25.105,6,1602.661
25.110,6,1587.656
25.115,6,1573.379
25.120,6,1559.823
25.125,6,1547.305
25.130,6,1534.694
25.135,6,1534.496
25.140,6,1546.149
25.145,6,1557.383
25.150,6,1568.143
25.155,6,1578.451
25.160,6,1588.332
25.165,6,1597.812
25.170,6,1605.936
25.175,6,1613.315
25.180,6,1621.528
25.185,6,1628.498
25.190,6,1634.948
25.195,6,1640.191
25.200,6,454.629
25.205,6,623.156
25.210,6,821.328
25.215,6,851.575
25.220,6,836.861
25.225,6,810.849
25.230,6,782.829
25.235,6,755.319
25.240,6,728.969
25.245,6,703.905
25.250,6,680.114
25.255,6,657.548
25.260,6,636.144
25.265,6,615.856
25.270,6,596.623
25.275,6,578.592
25.280,6,469.924
25.285,6,402.762
25.290,6,444.134
25.295,6,451.548
25.300,6,444.111
25.305,6,432.656
25.310,6,420.562
25.315,6,408.744
25.320,6,397.434
25.325,6,386.674
25.330,6,376.452
25.335,6,366.748
25.340,6,357.537
25.345,6,348.793
25.350,6,340.492
25.355,6,332.611
25.360,6,325.126
25.365,6,318.018
25.370,6,311.267
25.375,6,304.853
25.380,6,298.760
25.385,6,291.623
25.390,6,284.560
25.395,6,280.453
25.400,6,275.990
25.405,6,270.436
25.410,6,267.331
25.415,6,263.386
25.420,6,258.251
25.425,6,264.179
25.430,6,262.103
25.435,6,266.666
25.440,6,262.123
25.445,6,259.714
25.450,6,257.903
25.455,6,254.023
25.460,6,252.815
25.465,6,249.913
25.470,6,247.404
25.475,6,245.415
25.480,6,244.010
25.485,6,242.311
25.490,6,240.204
25.495,6,238.092
25.500,6,238.126
25.505,6,236.299
25.510,6,234.529
25.515,6,232.822
